generated_rule_id,rule_order,task,antecedent_types,antecedent_ids,antecedent_names,consequent_type,consequent_id,consequent_name,rule_text,recommended_usage,knowledge_status,llm_rule_confidence,medical_plausibility_score,statistical_strength_score,specificity_score,pseudo_correlation_risk,overactivation_risk,suggested_weight_scale,supporting_evidence_ids,supporting_statistics_summary,medical_rationale,statistical_rationale,conditions_or_limitations,need_human_review,audit_keep,audit_score,medical_consistency_score,statistical_sanity_score,specificity_audit_score,pseudo_correlation_risk_audit,overactivation_risk_audit,recommended_usage_final,knowledge_status_audit,final_weight_adjustment,final_rule_confidence,need_human_review_final,audit_reason,keep,statistical_ratability,statistical_ratiance,medical_ratability,supporting_evidence_summary
rule_token_syndrome_2_23,first_order,syndrome,['token'],[2],['Ke Sou '],syndrome,23.0,Tan Shi Yun Fei Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Ke Sou ',Ze Ti Shi Tan Shi Yun Fei Zheng",soft_prior,documented,0.7,4,3,3,low,medium,0.6,['first_order_token_syndrome_2_23'],"confidence=0.06, PMI=1.49, lift=4.43, cooccur=575Ci","Ke Sou Shi Tan Shi Yun Fei Zheng De Zhu Yao Zheng Zhuang,Tan Shi Zu Fei Dao Zhi Fei Shi Xuan Jiang","Tong Ji Xian Shi Zhong Deng Guan Lian,liftZhi 4.43","Ke Sou Shi Duo Chong Fei Xi Zheng Xing De Gong Tong Zheng Zhuang,Xu Jie He Tan Duo Se Bai, Xiong Men, Tai Ni Deng Zheng Zhuang Bian Zheng",False,True,4.0,4,3,3,low,medium,soft_prior,documented,0.6,0.7,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_syndrome_2_24,first_order,syndrome,['token'],[2],['Ke Sou '],syndrome,24.0,Feng Han Xi Fei Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Ke Sou ',Ze Ti Shi Feng Han Xi Fei Zheng",soft_prior,documented,0.68,4,3,3,low,medium,0.58,['first_order_token_syndrome_2_24'],"confidence=0.05, PMI=1.36, lift=3.89, cooccur=488Ci","Ke Sou Shi Feng Han Xi Fei Zheng De Zhu Yao Zheng Zhuang,Feng Han Wai Xi Dao Zhi Fei Qi Bu Xuan","Tong Ji Xian Shi Zhong Deng Guan Lian,liftZhi 3.89","Ke Sou Shi Duo Chong Fei Xi Zheng Xing De Gong Tong Zheng Zhuang,Xu Jie He E Han, Tan Xi Bai, Tai Bo Bai Deng Zheng Zhuang Bian Zheng",False,True,4.0,4,3,3,low,medium,soft_prior,documented,0.58,0.68,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_syndrome_67_1,first_order,syndrome,['token'],[67],['Xin Fei Jian Cha Zheng Chang '],syndrome,1.0,Gan Yu Zheng,"Ruo Huan Zhe Ti Zheng Ji Lu 'Xin Fei Jian Cha Zheng Chang ',Ke Neng Zhen Duan Wei Gan Yu Zheng",weak_prior,data_driven_empirical,0.62,3,4,3,medium,medium,0.5,['first_order_token_syndrome_67_1'],"confidence=0.49, PMI=2.33, lift=10.31, cooccur=457Ci","Xin Fei Jian Cha Zheng Chang Ke Neng Ti Shi Zheng Zhuang Fei Qi Zhi Xing Bing Bian,Fu He Gan Yu Zheng Gong Neng Xing Zhang Ai Te Dian,Dan Yi Xue Luo Ji Jian Jie","Tong Ji Xian Shi Qiang Guan Lian,Dan Ke Neng Fan Ying Pai Chu Xing Zhen Duan De Ji Lu Mo Shi","Ci Gui Ze Wei Fu Zhu Xing,Xu Jie He Qing Zhi Zheng Zhuang, Xiong Xie Zhang Man Deng Yang Xing Biao Xian",True,True,3.0,3,4,3,medium,medium,weak_prior,data_driven_empirical,0.5,0.62,True,"Tong Ji Zheng Ju Qiang,Dan Yi Xue Luo Ji Jian Jie,Xu Ren Gong Fu He",True,,,,
rule_token_syndrome_25_1,first_order,syndrome,['token'],[25],['Shen Jing Xi Tong Zheng Chang '],syndrome,1.0,Gan Yu Zheng,"Ruo Huan Zhe Ti Zheng Ji Lu 'Shen Jing Xi Tong Zheng Chang ',Ke Neng Zhen Duan Wei Gan Yu Zheng",weak_prior,data_driven_empirical,0.58,3,4,2,medium,medium,0.45,['first_order_token_syndrome_25_1'],"confidence=0.24, PMI=1.62, lift=5.03, cooccur=443Ci","Shen Jing Xi Tong Zheng Chang Ke Neng Ti Shi Zheng Zhuang Fei Qi Zhi Xing Bing Bian,Fu He Gan Yu Zheng Gong Neng Xing Zhang Ai Te Dian,Dan Yi Xue Luo Ji Jian Jie","Tong Ji Xian Shi Jiao Qiang Guan Lian,Dan Ke Neng Fan Ying Pai Chu Xing Zhen Duan De Ji Lu Mo Shi","Ci Gui Ze Wei Fu Zhu Xing,Xu Jie He Qing Zhi Zheng Zhuang, Xiong Xie Zhang Man Deng Yang Xing Biao Xian",True,True,3.0,3,4,2,medium,medium,weak_prior,data_driven_empirical,0.45,0.58,True,"Tong Ji Zheng Ju Jiao Qiang,Dan Yi Xue Luo Ji Jian Jie,Xu Ren Gong Fu He",True,,,,
rule_token_syndrome_0_28,first_order,syndrome,['token'],[0],['Wu Ya Tong '],syndrome,28.0,Shi Re Zhong Zu Zheng,"Ruo Huan Zhe Ti Zheng Ji Lu 'Wu Ya Tong ',Ke Neng Zhen Duan Wei Shi Re Zhong Zu Zheng",weak_prior,data_driven_empirical,0.5,2,3,2,medium,medium,0.35,['first_order_token_syndrome_0_28'],"confidence=0.03, PMI=1.19, lift=3.30, cooccur=472Ci","Wu Ya Tong Yu Shi Re Zhong Zu Zheng De Guan Lian Yi Xue Luo Ji Bu Ming Que,Ke Neng Fan Ying Ji Lu Xi Guan",Tong Ji Xian Shi Zhong Deng Guan Lian Dan Yi Xue Jie Shi Xing Ruo,"Ci Gui Ze Xu Jin Shen Shi Yong,Jian Yi Jie He Guan Fu Zhang Man, Na Ai, Tai Huang Ni Deng Yang Xing Zheng Zhuang",True,False,2.0,2,3,2,medium,medium,delete,data_driven_empirical,0.35,0.5,True,"Yi Xue Luo Ji Bu Ming Que,Tong Ji Zheng Ju Zhong Deng,Jian Yi Shan Chu",False,,,,
rule_token_syndrome_4_4,first_order,syndrome,['token'],[4],['Fa Li '],syndrome,4.0,Xin Pi Liang Xu Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Fa Li ',Ze Ti Shi Xin Pi Liang Xu Zheng",soft_prior,documented,0.65,4,3,2,low,high,0.5,['first_order_token_syndrome_4_4'],"confidence=0.07, PMI=0.79, lift=2.21, cooccur=605Ci","Fa Li Shi Xin Pi Liang Xu Zheng De Chang Jian Zheng Zhuang,Xin Pi Qi Xie Bu Zu Dao Zhi Shen Pi Fa Li","Tong Ji Xian Shi Zhong Deng Guan Lian,Dan Fa Li Shi Duo Chong Zheng Xing De Gong Tong Zheng Zhuang","Fa Li Te Yi Xing Di,Xu Jie He Xin Ji, Shi Mian, Na Chai, Mian Se Wei Huang Deng Zheng Zhuang Zong He Pan Duan",False,True,4.0,4,3,2,low,high,soft_prior,documented,0.5,0.65,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Dan Xu Zhu Yi Fa Li Te Yi Xing Di",True,,,,
rule_token_syndrome_001,first_order,syndrome,['token'],[87],['Yao Bu Teng Tong '],syndrome,15.0,Qi Ji Zu Zhi Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Yao Bu Teng Tong ',Ze Ke Neng Zhen Duan Wei Qi Ji Zu Zhi Zheng",strong_prior,documented,0.88,5,5,5,low,low,0.85,['first_order_token_syndrome_87_15'],"confidence=0.54, PMI=3.50, lift=33.11, cooccur=391Ci","Yao Bu Teng Tong Shi Qi Ji Zu Zhi De Dian Xing Biao Xian,Qi Zhi Xie Yu Dao Zhi Jing Luo Bu Tong Ze Tong,Yao Wei Shen Zhi Fu,Qi Ji Zu Zhi Chang Lei Ji Yao Bu","Tong Ji Zheng Ju Ji Qiang,liftZhi 33.11He PMIZhi 3.50Jun Wei Suo You Zheng Ju Zhong Zui Gao,Zhi Xin Du 0.54Biao Shi Chao Guo Yi Ban Yao Tong Huan Zhe Bei Zhen Duan Wei Qi Ji Zu Zhi Zheng","Xu Jie He Teng Tong Xing Zhi (Zhang Tong, Ci Tong), Ban Sui Zheng Zhuang (Qing Zhi Yin Su, Wai Shang Shi)Zong He Pan Duan",False,True,5.0,5,5,5,low,low,strong_prior,documented,0.85,0.88,False,"Gui Ze He Li,Tong Ji Zheng Ju Ji Qiang,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_syndrome_002,first_order,syndrome,['token'],[27],['Ru Shui Kun Nan '],syndrome,17.0,Tan Huo Rao Shen Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Ru Shui Kun Nan ',Ze Ke Neng Zhen Duan Wei Tan Huo Rao Shen Zheng",strong_prior,documented,0.82,5,5,4,low,medium,0.78,['first_order_token_syndrome_27_17'],"confidence=0.22, PMI=2.67, lift=14.40, cooccur=350Ci","Tan Huo Rao Shen Zheng De He Xin Bing Ji Shi Tan Re Nei Rao Xin Shen,Dao Zhi Xin Shen Bu Zhu,Ru Shui Kun Nan Shi Qi Dian Xing Zheng Zhuang,Fu He Zhong Yi 'Xin Zhu Shen Ming 'Li Lun","liftZhi 14.40He PMIZhi 2.67Xian Shi Qiang Guan Lian,Sui Ran Zhi Xin Du 0.22Xiang Dui Jiao Di,Dan Kao Lu Dao Ru Shui Kun Nan Ke Neng Dui Ying Duo Ge Zheng Xing,Gai Zhi Reng Ju You Lin Chuang Yi Yi","Xu Jie He Qi Ta Tan Huo Zheng Zhuang (Kou Ku, Xiong Men, Tan Duo, Fan Zao)Jian Bie,Yu Xin Pi Liang Xu, Xin Dan Qi Xu Deng Zheng Xing Qu Fen",False,True,4.0,5,4,4,low,medium,strong_prior,documented,0.78,0.82,False,"Gui Ze He Li,Tong Ji Zheng Ju Jiao Qiang,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_syndrome_003,first_order,syndrome,['token'],[27],['Ru Shui Kun Nan '],syndrome,4.0,Xin Pi Liang Xu Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Ru Shui Kun Nan ',Ze Ke Neng Zhen Duan Wei Xin Pi Liang Xu Zheng",strong_prior,documented,0.8,5,4,4,low,medium,0.75,['first_order_token_syndrome_27_4'],"confidence=0.23, PMI=1.97, lift=7.20, cooccur=371Ci","Xin Pi Liang Xu Zheng Zhong Xin Xie Bu Zu, Xin Shen Shi Yang Dao Zhi Shi Mian,Ru Shui Kun Nan Shi Qi Zhu Yao Zheng Zhuang Zhi Yi,Fu He 'Pi Tong Xie, Xin Zhu Shen Ming 'Li Lun","liftZhi 7.20He PMIZhi 1.97Xian Shi Jiao Qiang Guan Lian,Gong Xian Ci Shu 371Ci,Zhi Xin Du 0.23He Li","Xu Jie He Xu Zheng Biao Xian (Mian Se Wei Huang, Shen Pi Fa Li, Xin Ji Jian Wang)Yu Tan Huo Rao Shen Deng Shi Zheng Jian Bie",False,True,4.0,5,4,4,low,medium,strong_prior,documented,0.75,0.8,False,"Gui Ze He Li,Tong Ji Zheng Ju Jiao Qiang,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_syndrome_004,first_order,syndrome,['token'],[22],['Ke Tan '],syndrome,6.0,Feng Re Fan Fei Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Ke Tan ',Ze Ke Neng Zhen Duan Wei Feng Re Fan Fei Zheng",strong_prior,documented,0.78,5,4,4,low,medium,0.72,['first_order_token_syndrome_22_6'],"confidence=0.20, PMI=1.96, lift=7.10, cooccur=386Ci","Feng Re Fan Fei Zheng De Dian Xing Biao Xian Bao Gua Ke Sou Ke Tan,Feng Re Zhi Xie Fan Fei,Fei Shi Xuan Jiang,Jin Ye Ning Ju Cheng Tan","liftZhi 7.10He PMIZhi 1.96Xian Shi Qiang Guan Lian,Gong Xian Ci Shu 386Ci Jiao Gao","Xu Jie He Tan De Xing Zhuang (Huang Tan Ti Shi Re Zheng), Ban Sui Zheng Zhuang (Fa Re, Yan Tong)Zong He Pan Duan,Yu Feng Han Fan Fei, Tan Shi Yun Fei Deng Zheng Xing Jian Bie",False,True,4.0,5,4,4,low,medium,strong_prior,documented,0.72,0.78,False,"Gui Ze He Li,Tong Ji Zheng Ju Jiao Qiang,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_syndrome_005,first_order,syndrome,['token'],[13],['Bi Sai '],syndrome,7.0,Feng Re Gan Mou Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Bi Sai ',Ze Ke Neng Zhen Duan Wei Feng Re Gan Mou Zheng",soft_prior,documented,0.75,5,4,3,low,medium,0.68,['first_order_token_syndrome_13_7'],"confidence=0.14, PMI=1.65, lift=5.20, cooccur=408Ci","Bi Sai Shi Feng Re Gan Mou De Chang Jian Zheng Zhuang,Feng Re Zhi Xie Qin Xi Fei Wei,Fei Kai Qiao Yu Bi,Xie Qi Yong Zhi Ze Bi Sai","liftZhi 5.20He PMIZhi 1.65Xian Shi Jiao Qiang Guan Lian,Gong Xian Ci Shu 408Ci","Bi Sai Zheng Zhuang Zai Duo Chong Gan Mou Zheng Xing Zhong Jun Ke Chu Xian,Xu Jie He Bi Ti Yan Se (Huang Ti Ti Shi Re Zheng), Fa Re Cheng Du, Yan Hou Zheng Zhuang Deng Jian Bie Feng Re Yu Feng Han",False,True,4.0,5,4,3,low,medium,soft_prior,documented,0.68,0.75,False,"Gui Ze He Li,Tong Ji Zheng Ju Jiao Qiang,Yi Xue Luo Ji Qing Xi,Dan Bi Sai Zheng Zhuang Zai Duo Chong Zheng Xing Zhong Jun Ke Chu Xian,Xu Jiang Di You Xian Ji",True,,,,
rule_token_syndrome_006,first_order,syndrome,['token'],[33],['Da Bian Zheng Chang '],syndrome,1.0,Gan Yu Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Da Bian Zheng Chang ',Ze Ke Neng Zhen Duan Wei Gan Yu Zheng",soft_prior,data_driven_empirical,0.62,3,4,3,medium,medium,0.5,['first_order_token_syndrome_33_1'],"confidence=0.27, PMI=1.74, lift=5.69, cooccur=396Ci","Gan Yu Zheng Huan Zhe Ruo Wu Gan Yu Pi Xu Huo Gan Yu Hua Huo Deng Jian Zheng,Da Bian Ke Neng Zheng Chang . Ci Gui Ze Geng Duo Shi Pai Chu Xing Te Zheng,Ti Shi Gan Yu Wei Lei Ji Pi Wei Yun Hua","Tong Ji Guan Lian Jiao Qiang (lift=5.69),Dan Yi Xue Yin Guo Luo Ji Jiao Ruo,'Da Bian Zheng Chang 'Geng Duo Shi Pai Chu Qi Ta Zheng Xing De Fu Zhu Xin Xi","Ci Gui Ze Wei Fu Zhu Xing Gui Ze,Bu Ying Dan Du Shi Yong,Xu Jie He Qing Zhi Zheng Zhuang (Yi Yu, Yi Nu), Xiong Xie Zhang Man Deng Zhu Zheng Pan Duan . Da Bian Zheng Chang Zai Duo Chong Zheng Xing Zhong Jun Ke Chu Xian",True,True,3.0,3,4,3,medium,medium,soft_prior,data_driven_empirical,0.5,0.62,True,"Gui Ze Wei Fu Zhu Xing Pai Chu Gui Ze,Tong Ji Zheng Ju Jiao Qiang,Dan Yi Xue Luo Ji Jiao Ruo Qie Wei Xiang Guan Feng Xian Zhong Deng",True,,,,
rule_token_syndrome_007,first_order,syndrome,['token'],[39],['Wu Fan Tiao Tong '],syndrome,1.0,Gan Yu Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Wu Fan Tiao Tong ',Ze Ke Neng Zhen Duan Wei Gan Yu Zheng",soft_prior,data_driven_empirical,0.6,3,4,3,medium,medium,0.48,['first_order_token_syndrome_39_1'],"confidence=0.29, PMI=1.81, lift=6.11, cooccur=394Ci","Wu Fan Tiao Tong Ti Shi Fei Ji Fu Zheng,Gan Yu Zheng De Fu Bu Zheng Zhuang Duo Wei Zhang Tong Er Fei Yan Zheng Xing Teng Tong,Ci Wei Pai Chu Xing Te Zheng","Tong Ji Guan Lian Jiao Qiang (lift=6.11),Dan 'Wu Fan Tiao Tong 'Shi Yin Xing Ti Zheng,Geng Duo Yong Yu Pai Chu Wai Ke Ji Zheng,Yu Gan Yu Zheng De Yin Guo Guan Xi Jiao Ruo","Ci Gui Ze Wei Fu Zhu Xing Pai Chu Gui Ze,Bu Ying Dan Du Shi Yong . Wu Fan Tiao Tong Zai Duo Chong Gong Neng Xing Ji Bing Zhong Jun Ke Jian,Xu Jie He Gan Yu Zhu Zheng Pan Duan",True,True,3.0,3,4,3,medium,medium,soft_prior,data_driven_empirical,0.48,0.6,True,"Gui Ze Wei Fu Zhu Xing Pai Chu Gui Ze,Tong Ji Zheng Ju Jiao Qiang,Dan Yi Xue Yin Guo Luo Ji Jiao Ruo,Xu Ren Gong Fu He",True,,,,
rule_token_syndrome_008,first_order,syndrome,['token'],[12],['Xin Ji '],syndrome,4.0,Xin Pi Liang Xu Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Xin Ji ',Ze Ke Neng Zhen Duan Wei Xin Pi Liang Xu Zheng",soft_prior,documented,0.72,5,4,3,low,medium,0.65,['first_order_token_syndrome_12_4'],"confidence=0.13, PMI=1.38, lift=3.99, cooccur=409Ci","Xin Ji Shi Xin Pi Liang Xu Zheng De Zhu Zheng Zhi Yi,Pi Xu Sheng Hua Bu Zu,Xin Xie Yu Xu,Xin Shi Suo Yang Ze Xin Ji","Tong Ji Guan Lian Jiao Qiang (lift=3.99),Gong Xian Ci Shu 409Ci","Xin Ji Zai Duo Chong Xin Xi Zheng Xing Zhong Jun Ke Chu Xian (Xin Dan Qi Xu, Xin Xie Yu Zu Deng),Xu Jie He Pi Xu Zheng Zhuang (Na Chai, Bian Tang, Shen Pi)Zong He Pan Duan",False,True,4.0,5,4,3,low,medium,soft_prior,documented,0.65,0.72,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi,Fu He Xin Pi Liang Xu Zheng Zhu Zheng Te Zheng",True,,,,
rule_token_syndrome_009,first_order,syndrome,['token'],[6],['Tou Tong '],syndrome,22.0,Qi Xie Yu Xu Zheng,"Ruo Huan Zhe Zhu Su Bao Han 'Tou Tong ',Ze Ke Neng Zhen Duan Wei Qi Xie Yu Xu Zheng",soft_prior,documented,0.68,4,4,3,low,medium,0.6,['first_order_token_syndrome_6_22'],"confidence=0.06, PMI=1.54, lift=4.68, cooccur=427Ci","Qi Xie Yu Xu Dao Zhi Qing Qiao Shi Yang Ke Chu Xian Tou Tong,Duo Wei Yin Tong, Kong Tong,Yu Shi Zheng Tou Tong (Zhang Tong, Ci Tong)Bu Tong","liftZhi 4.68Xian Shi Jiao Qiang Guan Lian,Dan Zhi Xin Du Jin 0.06,Shuo Ming Tou Tong Dui Ying Duo Chong Zheng Xing,Qi Xie Yu Xu Zhi Shi Qi Zhong Zhi Yi","Tou Tong Shi Fei Te Yi Xing Zheng Zhuang,Xu Jie He Tou Tong Xing Zhi (Yin Tong Ti Shi Xu Zheng), Ban Sui Zheng Zhuang (Mian Se Wei Huang, Fa Li)Ji She Mai Xiang Zong He Pan Duan,Yu Gan Yang Shang Kang, Tan Zhuo Shang Rao Deng Zheng Xing Jian Bie",False,True,4.0,4,4,3,low,medium,soft_prior,documented,0.6,0.68,False,"Gui Ze He Li,Tong Ji Zheng Ju Jiao Qiang,Yi Xue Luo Ji Qing Xi,Dan Tou Tong Wei Fei Te Yi Xing Zheng Zhuang,Xu Jie He Qi Ta Zheng Ju Zong He Pan Duan",True,,,,
rule_token_treatment_001,first_order,treatment,['token'],[1244],['Zu Sheng Ya '],treatment,43.0,Xiao Zhong,"Ruo Huan Zhe Zhen Duan Bao Han 'Zu Sheng Ya ',Ze Zhi Liao Ying Bao Han Xiao Zhong",strong_prior,documented,0.92,5,5,5,low,low,0.9,['first_order_token_treatment_1244_43'],"confidence=1.0, PMI=4.54, lift=93.44, cooccur=41Ci","Zu Sheng Ya Chang Yin Qi Ju Bu Yan Zheng Zhong Zhang,Xiao Zhong Shi Qi He Xin Zhi Liao Yuan Ze Zhi Yi,Fu He Zhong Yi 'Zhong Zhe Xiao Zhi 'Zhi Ze","Tong Ji Zheng Ju Ji Qiang,Zhi Xin Du 1.0Biao Shi Suo You Zu Sheng Ya Bing Li Jun Cai Yong Xiao Zhong Zhi Liao,liftZhi 93.44Wei Ji Gao Guan Lian","Xiao Zhong Tong Chang Yu Qing Re Jie Du, Huo Xie Hua Yu Deng Zhi Fa Pei He Shi Yong",False,True,5.0,5,5,5,low,low,soft_prior,documented,0.85,0.85,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_treatment_002,first_order,treatment,['token'],[1244],['Zu Sheng Ya '],treatment,33.0,Jie Du,"Ruo Huan Zhe Zhen Duan Bao Han 'Zu Sheng Ya ',Ze Zhi Liao Ying Bao Han Jie Du",strong_prior,documented,0.9,5,5,5,low,low,0.88,['first_order_token_treatment_1244_33'],"confidence=1.0, PMI=4.00, lift=54.66, cooccur=41Ci","Zu Sheng Ya Yi Bing Fa Gan Ran,Re Du Yong Sheng,Jie Du Shi Qi He Xin Zhi Liao Yuan Ze,Fu He Zhong Yi 'Re Zhe Qing Zhi, Du Zhe Jie Zhi 'Zhi Ze","Tong Ji Zheng Ju Ji Qiang,Zhi Xin Du 1.0Biao Shi Suo You Zu Sheng Ya Bing Li Jun Cai Yong Jie Du Zhi Liao,liftZhi 54.66Wei Ji Gao Guan Lian","Jie Du Tong Chang Yu Qing Re, Xiao Zhong Deng Zhi Fa Pei He Shi Yong",False,True,4.0,4,5,4,medium,medium,soft_prior,documented,0.7,0.78,False,"Gui Ze He Li,Dan Shi Mian Bing Yin Fu Za,Yi Qi Fa Jin Gua Yong Yu Bu Fen Zheng Xing",True,,,,
rule_token_treatment_003,first_order,treatment,['token'],[1444],['Zuo Fei Jin Run Xing Xian Yan '],treatment,76.0,Yang Ying,"Ruo Huan Zhe Zhen Duan Bao Han 'Zuo Fei Jin Run Xing Xian Yan ',Ze Zhi Liao Ying Bao Han Yang Ying",strong_prior,documented,0.85,5,5,5,low,low,0.82,['first_order_token_treatment_1444_76'],"confidence=1.0, PMI=5.71, lift=302.47, cooccur=34Ci","Fei Yan Huan Zhe Duo Zheng Qi Yu Xu, Qi Xie Bu Zu,Yang Ying (Yang Xie Ying Wei)Shi Fu Zheng Pei Ben De Zhong Yao Zhi Fa,Fu He Zhong Yi Zhong Liu Zhi Liao 'Fu Zheng Qu Xie 'Yuan Ze","Tong Ji Zheng Ju Ji Qiang,Zhi Xin Du 1.0Biao Shi Suo You Gai Zhen Duan Bing Li Jun Cai Yong Yang Ying Zhi Liao,liftZhi 302.47Wei Zui Gao Guan Lian","Yang Ying Tong Chang Yu Yi Qi, Zi Yin Deng Fu Zheng Zhi Fa Pei He,Bing Gen Ju Bing Qing Jian Gu Qu Xie (Hua Tan, Jie Du, Huo Xie)",False,True,5.0,5,5,5,low,low,soft_prior,documented,0.8,0.82,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_treatment_2705_117,first_order,treatment,['token'],[2705],['Zuo Shang Zhi Bu Zi Zhu Dou Dong '],treatment,117.0,Xi Feng,"Ruo Huan Zhe Zhu Su Bao Han 'Zuo Shang Zhi Bu Zi Zhu Dou Dong ',Ze Zhi Ze Ying Bao Han 'Xi Feng '",strong_prior,documented,0.92,5,5,5,low,low,0.9,['first_order_token_treatment_2705_117'],"confidence=1.0, PMI=7.09, lift=1195.48, cooccur=15Ci","Zhi Ti Bu Zi Zhu Dou Dong Shi Feng Dong De Dian Xing Biao Xian,Xi Feng Shi Zhong Yi Zhi Liao Gan Feng Nei Dong De He Xin Zhi Ze,Yi Xue Luo Ji Qiang","Ji Gao De liftZhi (1195.48)He PMI(7.09)Xian Shi Qiang Guan Lian,confidence=1.0Biao Shi Gai Zheng Zhuang Chu Xian Shi Bi You Ci Zhi Ze","Xu Pai Chu Pa Jin Sen Bing Deng Xi Yi Ming Que Zhen Duan De Ji Bing,Jie He She Mai Bian Zheng",False,True,5.0,5,5,5,low,low,strong_prior,documented,0.9,0.92,False,"Gui Ze He Li,Tong Ji Zheng Ju Ji Qiang,Yi Xue Luo Ji Qing Xi,Fu He Zhong Yi Xi Feng Zhi Ze",True,,,,
rule_token_treatment_2069_79,first_order,treatment,['token'],[2069],['Qian E He Jia Bu Fa Hong '],treatment,79.0,Qing Wei,"Ruo Huan Zhe Zhu Su Bao Han 'Qian E He Jia Bu Fa Hong ',Ze Zhi Ze Ying Bao Han 'Qing Wei '",strong_prior,documented,0.88,5,5,4,low,low,0.85,['first_order_token_treatment_2069_79'],"confidence=1.0, PMI=5.74, lift=312.51, cooccur=21Ci","Qian E He Jia Bu Shu Zu Yang Ming Wei Jing Xun Xing Bu Wei,Fa Hong Ti Shi Wei Re Shang Yan,Qing Wei Shi Dui Ying Zhi Ze","Ji Gao De liftZhi (312.51)He PMI(5.74)Xian Shi Qiang Guan Lian,jaccard=0.087Biao Shi Jiao Gao Te Yi Xing","Xu Jie He Kou Chou, Ya Ken Zhong Tong, Bian Mi Deng Wei Re Zheng Zhuang Zong He Pan Duan",False,True,5.0,5,5,4,low,low,strong_prior,documented,0.85,0.88,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi,Fu He Zhong Yi Wei Re Zhi Ze",True,,,,
rule_token_treatment_2069_50,first_order,treatment,['token'],[2069],['Qian E He Jia Bu Fa Hong '],treatment,50.0,Xie Re,"Ruo Huan Zhe Zhu Su Bao Han 'Qian E He Jia Bu Fa Hong ',Ze Zhi Ze Ying Bao Han 'Xie Re '",soft_prior,documented,0.82,4,4,3,low,medium,0.7,['first_order_token_treatment_2069_50'],"confidence=1.0, PMI=4.81, lift=123.27, cooccur=21Ci","Mian Bu Fa Hong Ke Ti Shi Re Zheng,Xie Re Shi He Li Zhi Ze,Dan Xie Re Fan Wei Jiao Yan,Te Yi Xing Bu Ru Qing Wei","Tong Ji Guan Lian Qiang (lift=123.27),Dan Xie Re Shi Geng Kuan Fan De Zhi Ze,Ke Neng Cun Zai Guo Du Ji Huo Feng Xian","Xie Re Fan Wei Yan,Xu Jie He Ju Ti Re Zheng Lei Xing (Wei Re, Fei Re, Gan Re Deng)Xi Hua",False,True,4.0,4,4,3,low,medium,soft_prior,documented,0.7,0.82,False,"Gui Ze He Li,Tong Ji Zheng Ju Jiao Qiang,Dan Xie Re Zhi Ze Jiao Kuan Fan,Te Yi Xing Jiao Di,Cun Zai Yi Ding Guo Du Ji Huo Feng Xian",True,,,,
rule_token_treatment_2705_35,first_order,treatment,['token'],[2705],['Zuo Shang Zhi Bu Zi Zhu Dou Dong '],treatment,35.0,Qian Yang,"Ruo Huan Zhe Zhu Su Bao Han 'Zuo Shang Zhi Bu Zi Zhu Dou Dong ',Ze Zhi Ze Ying Bao Han 'Qian Yang '",soft_prior,documented,0.78,4,4,4,low,low,0.75,['first_order_token_treatment_2705_35'],"confidence=1.0, PMI=4.04, lift=56.84, cooccur=15Ci","Zhi Ti Dou Dong Ke You Gan Yang Shang Kang, Gan Feng Nei Dong Yin Qi,Qian Yang Shi Zhi Liao Gan Yang Shang Kang De Zhong Yao Zhi Ze",Gao liftZhi (56.84)He PMI(4.04)Xian Shi Qiang Guan Lian,"Xu Jie He Xuan Yun, Tou Tong, Mian Hong Mu Chi Deng Gan Yang Shang Kang Zheng Zhuang,Yu Dan Chun Feng Dong Jian Bie",False,True,4.0,4,4,4,low,low,soft_prior,documented,0.75,0.78,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
